/home/user/anaconda3/lib/python3.13/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (2.6.3) or chardet (6.0.0.post1)/charset_normalizer (3.4.4) doesn't match a supported version!
  warnings.warn(
2026-04-11 18:21:28 | INFO     | quant_crawler | ============================================================
2026-04-11 18:21:28 | INFO     | quant_crawler | Starting High-Frequency Trading Email Crawler Pipeline
2026-04-11 18:21:28 | INFO     | quant_crawler | ============================================================
2026-04-11 18:21:28 | INFO     | quant_crawler | --- Scraping: ArxivScraper ---
2026-04-11 18:21:28 | INFO     | quant_crawler | [ArxivScraper] Fetching arXiv category: q-fin.TR
2026-04-11 18:22:09 | INFO     | quant_crawler | [ArxivScraper] Fetching arXiv category: q-fin.ST
2026-04-11 18:24:42 | INFO     | quant_crawler | [ArxivScraper] Fetching arXiv category: q-fin.CP
2026-04-11 18:26:25 | INFO     | quant_crawler | [ArxivScraper] Fetching arXiv category: cs.LG
2026-04-11 18:28:58 | INFO     | quant_crawler | [ArxivScraper] Fetching arXiv category: stat.ML
2026-04-11 18:32:57 | INFO     | quant_crawler | [ArxivScraper] Fetched 2118 high-frequency trading papers from arXiv
2026-04-11 18:32:57 | INFO     | quant_crawler | --- Scraping: CrossrefScraper ---
2026-04-11 18:32:57 | INFO     | quant_crawler | [CrossrefScraper] Crossref search: high frequency trading
2026-04-11 18:33:00 | INFO     | quant_crawler | [CrossrefScraper] Crossref search: market microstructure limit order book
2026-04-11 18:33:03 | INFO     | quant_crawler | [CrossrefScraper] Crossref search: algorithmic trading optimal execution
2026-04-11 18:33:06 | INFO     | quant_crawler | [CrossrefScraper] Crossref search: electronic market making
2026-04-11 18:33:10 | INFO     | quant_crawler | [CrossrefScraper] Crossref search: latency arbitrage order flow
2026-04-11 18:33:12 | INFO     | quant_crawler | [CrossrefScraper] Crossref search: intraday price impact tick data
2026-04-11 18:33:15 | INFO     | quant_crawler | [CrossrefScraper] Fetched 0 high-frequency trading papers from Crossref
2026-04-11 18:33:15 | INFO     | quant_crawler | Total papers to process: 2118 (new: 1969, skipped: 149)
2026-04-11 18:33:19 | INFO     | quant_crawler | [Worker] Optimal Quoting under Adverse Selection and Price Reading -> 0 email(s)
2026-04-11 18:33:19 | INFO     | quant_crawler | Downloading: Optimal Quoting under Adverse Selection and Price Reading -> 2508.20225v3.pdf
2026-04-11 18:33:19 | INFO     | quant_crawler | [Worker] Graph Learning for Foreign Exchange Rate Prediction and Stat -> 0 email(s)
2026-04-11 18:33:19 | INFO     | quant_crawler | Downloading: Graph Learning for Foreign Exchange Rate Prediction and Stat -> 2508.14784v1.pdf
2026-04-11 18:33:19 | INFO     | quant_crawler | [Worker] Detecting Multilevel Manipulation from Limit Order Book via  -> 0 email(s)
2026-04-11 18:33:19 | INFO     | quant_crawler | Downloading: Detecting Multilevel Manipulation from Limit Order Book via  -> 2508.17086v2.pdf
2026-04-11 18:33:19 | INFO     | quant_crawler | [Worker] Bimodal Dynamics of the Artificial Limit Order Book Stock Ex -> 0 email(s)
2026-04-11 18:33:19 | INFO     | quant_crawler | Downloading: Bimodal Dynamics of the Artificial Limit Order Book Stock Ex -> 2508.17837v1.pdf
2026-04-11 18:33:20 | INFO     | quant_crawler | Saved /home/user/quant_finance_email_crawler/data/papers/2508.17837v1.pdf (0.77MB)
2026-04-11 18:33:20 | INFO     | quant_crawler | Saved /home/user/quant_finance_email_crawler/data/papers/2508.20225v3.pdf (0.67MB)
2026-04-11 18:33:20 | INFO     | quant_crawler | Deleted paper 2508.17837v1.pdf (785.8KB)
2026-04-11 18:33:20 | INFO     | quant_crawler | Deleted paper 2508.20225v3.pdf (687.4KB)
2026-04-11 18:33:21 | INFO     | quant_crawler | Saved /home/user/quant_finance_email_crawler/data/papers/2508.14784v1.pdf (2.40MB)
2026-04-11 18:33:21 | INFO     | quant_crawler | Saved /home/user/quant_finance_email_crawler/data/papers/2508.17086v2.pdf (1.46MB)
2026-04-11 18:33:21 | INFO     | quant_crawler | Deleted paper 2508.17086v2.pdf (1500.1KB)
2026-04-11 18:33:21 | INFO     | quant_crawler | Deleted paper 2508.14784v1.pdf (2457.4KB)
2026-04-11 18:33:25 | INFO     | quant_crawler | [Worker] DiffVolume: Diffusion Models for Volume Generation in Limit  -> 0 email(s)
2026-04-11 18:33:25 | INFO     | quant_crawler | Downloading: DiffVolume: Diffusion Models for Volume Generation in Limit  -> 2508.08698v1.pdf
2026-04-11 18:33:26 | INFO     | quant_crawler | [Worker] Optimal Fees for Liquidity Provision in Automated Market Mak -> 0 email(s)
2026-04-11 18:33:26 | INFO     | quant_crawler | Downloading: Optimal Fees for Liquidity Provision in Automated Market Mak -> 2508.08152v1.pdf
2026-04-11 18:33:26 | INFO     | quant_crawler | [Worker] Prediction of high-frequency futures return directions based -> 0 email(s)
2026-04-11 18:33:26 | INFO     | quant_crawler | Downloading: Prediction of high-frequency futures return directions based -> 2508.06914v1.pdf
2026-04-11 18:33:26 | INFO     | quant_crawler | [Worker] Returns and Order Flow Imbalances: Intraday Dynamics and Mac -> 0 email(s)
2026-04-11 18:33:26 | INFO     | quant_crawler | Downloading: Returns and Order Flow Imbalances: Intraday Dynamics and Mac -> 2508.06788v4.pdf
2026-04-11 18:33:27 | INFO     | quant_crawler | Saved /home/user/quant_finance_email_crawler/data/papers/2508.06914v1.pdf (0.85MB)
2026-04-11 18:33:27 | INFO     | quant_crawler | Deleted paper 2508.06914v1.pdf (870.5KB)
2026-04-11 18:33:27 | INFO     | quant_crawler | Saved /home/user/quant_finance_email_crawler/data/papers/2508.06788v4.pdf (0.69MB)
2026-04-11 18:33:27 | INFO     | quant_crawler | Deleted paper 2508.06788v4.pdf (704.4KB)
2026-04-11 18:33:28 | INFO     | quant_crawler | Saved /home/user/quant_finance_email_crawler/data/papers/2508.08152v1.pdf (6.92MB)
2026-04-11 18:33:29 | INFO     | quant_crawler | Saved /home/user/quant_finance_email_crawler/data/papers/2508.08698v1.pdf (6.63MB)
2026-04-11 18:33:29 | INFO     | quant_crawler | Deleted paper 2508.08152v1.pdf (7081.2KB)
2026-04-11 18:33:29 | INFO     | quant_crawler | Deleted paper 2508.08698v1.pdf (6791.4KB)
2026-04-11 18:33:33 | INFO     | quant_crawler | [Worker] ARL-Based Multi-Action Market Making with Hawkes Processes a -> 0 email(s)
2026-04-11 18:33:33 | INFO     | quant_crawler | Downloading: ARL-Based Multi-Action Market Making with Hawkes Processes a -> 2508.16589v1.pdf
2026-04-11 18:33:34 | INFO     | quant_crawler | [Worker] Unravelling the Probabilistic Forest: Arbitrage in Predictio -> 0 email(s)
